Day,URL,Content
37,https://www.bible.com/reading-plans/63058-bibleproject-one-story-that-leads-to-jesus/day/37,"Today’s reading outlines the qualifications for Israelite priests—the ones who mediate or stand between God and the rest of Israel. Priests represent God to the people and represent the people before God.
Priests “serve” and “keep” the holy tabernacle space—the Eden tent. Adam and Eve were given the same instruction when they first lived in the garden; God told them to “serve” and “keep” the land, suggesting that he designed all humanity for a royal priestly kind of life.
Eden should be free from any sign of death, destruction, or decay. This means priests cannot enter the tent while displaying symbols of death. In their ancient Near Eastern context, these symbols included specific ways of shaving one’s hair and cutting or marking one’s skin, as well as specific physical deformities that signaled a state of corruption.
Leviticus explains not only how to honor God’s sacred space but also how to honor God’s sacred time. Israel’s annual calendar was structured with seven ritual feasts, synchronizing the people’s lives to ongoing celebrations that tell the story of God’s redemption. Every time the Israelites inaugurated a new year over unleavened bread and a Passover lamb, they remembered that their national story began with God rescuing them from slavery. And spending a week living in temporary shelters reminded them of God’s provision in the wilderness.
On one hand, these festivals invite Israel to remember and proclaim their national identity year after year. But they also provide new generations with a way to tangibly enter into that story in their own time. Watch today’s video to learn more about the connection between Israel’s laws and story.
Reflection Questions
The number seven plays a key role in the literary design of Leviticus. How many sets of seven do you see in today’s passage? (Look for repeated words, phrases, and concepts.)
Reflect on the regulations for Israel’s ritual feasts in Leviticus 23. How do you think these annual celebrations would have helped Israel understand God’s character and their place in God’s redemptive story?"
38,https://www.bible.com/reading-plans/63058-bibleproject-one-story-that-leads-to-jesus/day/38,"The symbolic re-creation of Eden space and time within Israel’s camp continues in today’s reading. Inside the tabernacle, a golden lampstand’s flowering branches portray the original tree of life from Eden’s garden. Its branches support seven lights, pointing to the seven days of creation and to God’s own light bursting through the darkness. God’s abundance, generosity, and seventh-day rest also order every level of Israel’s calendar, as seen in today’s video.
Leviticus 24 includes a sobering story about honoring God’s name. Like Israel’s priests who have a special duty to care for the holiness of the tabernacle, the whole nation also has a special calling to preserve the holiness of Yahweh’s name. Just like Nadab and Abihu, who violated their vocation as priests by dishonoring God’s holy space, the unnamed man who blasphemes God’s holy name also faces severe consequences. The story suggests that representing the name of Yahweh is a gift, as well as a weighty responsibility.
Reflection Questions
What do the regulations for weekly, yearly, and generational Sabbath rest in Leviticus tell you about the kind of rest God desires for his people? How does that compare or contrast with a mainstream culture’s understanding of rest?
In Luke’s gospel, Jesus announces his mission by quoting Isaiah 61, which refers to the year of Jubilee: “The Spirit of the Lord is upon me, because he has anointed me to bring good news to the poor. He has sent me to proclaim release to the captives and recovery of sight to the blind, to set free those who are oppressed, to proclaim the year of the Lord’s favor” (Luke 4:18-19). How do you see Jesus fulfilling the regulations for the year of Jubilee in his life and ministry?"
39,https://www.bible.com/reading-plans/63058-bibleproject-one-story-that-leads-to-jesus/day/39,"Today’s reading takes us to the end of Leviticus. Congratulations! Watch the video to review what you’ve learned from this complex, ancient law book that demonstrates God’s determination to be with his people. Every time Israel betrays him, accuses him, ignores his instruction, or violates their agreement with him, God refuses to let them go. Instead, God reveals the first steps of Israel’s path that will ultimately lead humanity back into the intimacy once shared between God and humans in Eden.
Leviticus concludes with Moses calling Israel to be faithful to their agreement (or covenant partnership) with Yahweh. If the Israelites follow through on their agreement, God says they will enjoy the blessings of Eden. They will be fruitful and multiply—their tree branches sagging under the weight of abundant fruit and their storehouses bursting at the seams.
However, if they choose to violate the agreement, they will experience disaster and removal from the land. God’s justice means that his people will face the consequences of their actions when they rebel, but his mercy causes him to pursue them and restore them every time they go astray because God longs to be with his people.
The Israelites have learned how to dwell with God’s holy presence. But they’re still camped in the middle of the wilderness, living in tents with no home of their own. What’s next for these wandering people?
Reflection Questions
What have you learned about God’s grace and holiness from the regulations in Leviticus?
Leviticus contains many laws, rituals, and symbols that can feel confusing to 21st-century readers. Which parts of Leviticus do you understand more clearly after reading through the book? What questions do you still have?"
40,https://www.bible.com/reading-plans/63058-bibleproject-one-story-that-leads-to-jesus/day/40,"It’s moving time for the entire nation! Israel has spent almost a year at Mount Sinai, learning to stay true to their agreements with God, honor the holiness and purity of God’s presence, and love their neighbors. In today’s reading, they break camp to move toward Canaan, the land God has promised.
If the people are going to inhabit their new land, they’ll need an army. And if they’re going to travel with God’s holy presence, they’ll need to pack and move the tabernacle. So God tells Moses to start counting the people and assigning various responsibilities.
For the army, Moses numbers all Israelite men of fighting age from the first 11 tribes, excluding the Levites. God tells Moses that the Levites are to be responsible for packing and moving the tabernacle. Each Levite clan carries its own part: some pull up the tent pegs, some take down the embroidered curtains, and some gather the golden utensils. Notice how Numbers 1-4 shows
every
subgroup within Israel’s community contributing to the work; this is a whole-community effort. With the people numbered and their portable Eden packed up, it will soon be time to hit the road (as described in Numbers 8).
Watch today’s video to preview the Israelites’ journey through the wilderness in the book of Numbers.
Reflection Questions
Rather than giving one tribe or one person responsibility for the whole nation’s work, God instructs every tribe to contribute in specific ways. This creates a community where everyone is responsible for the flourishing of the group. What does this reveal about God and his design for human relationships and societies?
Think back over the actions of Levi and his descendants so far in the biblical story. Why was Levi originally excluded from serving as God’s special representative (see Gen. 34)? What qualified his descendants for their unique responsibilities in the tabernacle (see Exod. 32:25-29)?"
41,https://www.bible.com/reading-plans/63058-bibleproject-one-story-that-leads-to-jesus/day/41,"Sin payments, disturbing water rituals, long-haired vows—in today’s reading, four strange laws interrupt the story of Israel’s travel preparations. These laws seem pretty random, but they echo a pattern of water and judgment established in Genesis 1-9.
Just as God sent Adam and Eve away from Eden after their failure brought about death, now all Israelites displaying symbols of death must leave the camp. And just as waters from the flood brought judgment after corrupted sexual practices (Gen. 6-8), now God will use water as a means of judgment for adultery. This hyperlink to the flood narrative reminds the Israelites that faithfulness allows a person to pass through the waters of judgment, just as Noah did. In its historical context, the trial of bitter water actually protected innocent women from false accusations by leaving judgment to God.
Notice the ways the Genesis 1-9 pattern is remixed in Numbers. Unlike Adam and Eve’s exile from Eden, the exile from Israel’s camp is temporary. And where Adam and Eve blamed each other for their rebellion, God teaches Israel to instead confess and make right any harm they have caused. In Genesis, Noah abuses alcohol when the judgment waters subside, but here, the Nazarites abstain from alcohol altogether.
The author appears to be using these four laws, creatively wording them to link to the Genesis stories, to illuminate Israel’s true calling: They are to succeed where their ancestors failed. Will this be the generation that finally chooses faithfulness?
Reflection Questions
Meditate on the laws about making restitution for sin in Numbers 5:5-10. What do these commandments tell you about how sin damages relationships? What needs to happen for this relational damage to be restored?
What echoes of Eden do you notice in the priestly blessing in Numbers 6:22-27?"
42,https://www.bible.com/reading-plans/63058-bibleproject-one-story-that-leads-to-jesus/day/42,"After 11 months and 19 days camped at the foot of Mount Sinai, Israel finally sets out for the promised land. Though they got off to a rough start as God’s covenant people, in today’s reading, they walk in step with Yahweh.
Whether dedicating the Levites for their tabernacle service, celebrating the Passover meal, or following the cloud of God’s presence, we hear the same refrain: “The Israelites did just as God commanded them.” Abraham’s family multiplied into a great nation, as God said they would. Now they’re continuing on, toward the land God promised them.
Wherever the Israelites go, God’s presence travels with them in the heart of their camp. Day and night, the priests work in the sacred tent to ensure the light of the lampstand illuminates the room, fresh bread covers the table, and incense rises from the altar. With the tabernacle up and running and the tribes organized all according to plan, the journey continues.
Reflection Questions
Compare the consecration of the Levites in Numbers 8 to the consecration of the priests in Leviticus 8-9. What similarities and differences do you notice?
In Numbers 9:14, we see God welcoming non-Israelites to join in the Passover feast, so long as they follow the same instructions given to Israel. What does this tell you about God’s attitude toward other nations, and his intent for Israel’s relationship with foreign nations?"
43,https://www.bible.com/reading-plans/63058-bibleproject-one-story-that-leads-to-jesus/day/43,"Have you ever given your entire soul to something? Translators often use “soul” for the Hebrew word
nephesh
, which can refer to a person’s whole self. As you learn in the video, humans are supposed to love God with all their
nephesh
. But in today’s reading, we see the Israelites turn away from God and start grumbling with all their
nephesh
.
It feels like Israel barely makes it off Mount Sinai before their groaning starts up again. First, the people complain about their food. They claim they’re so sick of manna that returning to brutal slavery for some cucumbers makes more sense to them. Then Moses’ siblings, Miriam and Aaron, complain about his leadership. Finally, the grumbling nation arrives at the border of the promised land.
Before entering, Moses wants to send 12 spies to see if the land is good or bad, and he asks them to bring back some of its fruit (Num. 13:18-20). Notice the hyperlinks to the Eden narrative—seeing and taking, good and bad, and choosing fruit. Moses is following the poor choices of Adam and Eve by deciding that he and his spies will determine what is good and bad instead of trusting God’s wisdom.
Moses’ lack of trust in God here creates a tension point in the narrative: Will the people truly trust God, or will they decide for themselves what’s good and bad?
Reflection Questions
The Hebrew word used to describe the Israelites’ desire for different food in Numbers 11:4 is the same word used for Eve’s desire for the forbidden fruit in Genesis 3:6. What other connections do you see between Numbers 11 and the narrative in Genesis 2-3?
Where else in the biblical story have you seen people decide to trade something priceless or sacred for food or a simple meal? What happened?"
44,https://www.bible.com/reading-plans/63058-bibleproject-one-story-that-leads-to-jesus/day/44,"Have you ever gotten exactly what you asked for, only to discover that what you wanted was actually no good? Today’s reading features several stories of people getting what they want, only to end up in tragedy situations.
First, the Israelites choose to trust the 10 spies’ terrifying report about Canaan rather than God’s promises. After decades of wilderness wandering, they’re looking across the Jordan River into the promised land—they’re right there! But they refuse to enter.
Whipped into a frenzy of fear, they think their best option is to return to slavery in Egypt. This betrayal grieves and angers God, but Moses intercedes for the people, urging God to stay true to his nature and promises. Interestingly, God does relent, but he also remains true to his word. He gives the rebellious Israelites what they said they wanted: to die in the wilderness instead of entering the promised land.
Then, a Levite named Korah aspires to become a priest, and his co-conspirators, Dathan and Abiram, want better land. So Moses turns them over to their own desires. You want the priestly responsibility? Okay, but know God will judge you according to a higher standard. You want to put your trust in physical property? Okay, but the property will end up owning you—the ground splits open and swallows the rebels whole.
God is slow to anger, but he does not neglect justice. Watch the video to learn about the connection between God’s anger, justice, and love.
Reflection Questions
Reflect on God’s responses to human evil in the biblical story so far. How have you seen God be slow to anger?
In the offerings instruction from Numbers 15, when does God say the Israelites will offer these sacrifices? What does this suggest about God’s commitment to his people and the promised land?"
45,https://www.bible.com/reading-plans/63058-bibleproject-one-story-that-leads-to-jesus/day/45,"Yesterday, we read about the Israelites rebelling against God’s chosen representatives, accusing Moses and Aaron of seizing leadership positions for themselves. In today’s reading, Aaron’s staff miraculously sprouts new buds like a living tree, reaffirming God’s choice of Aaron’s family for the priesthood.
The dead wood bursting with flowers not only affirms God’s choice but also rebukes the people for grumbling against them. God wants to be with his people, but they must approach his sacred space on his terms. In this case, that includes respecting God’s choice of who will serve as priests.
Since the priests and Levites have a unique role as Israel’s representatives, God provides for them in a special way. Unlike Israel’s other tribes, they will not receive an inheritance in the promised land. Instead, they receive a tithe, one-tenth of the other tribes’ designated portions and holy offerings. The priests and Levites serve as living reminders that God is always providing for them, and they are to embrace his way by providing for one another.
Reflection Questions
Compare the Israelites’ response to Aaron’s budding staff (Num. 17:12-13) with their response to God’s presence at Mount Sinai (Exod. 20:18-21). Who does God give them as a mediator in each case? What does this reveal about Yahweh’s glory?
Consider the portion of their harvest that the Israelites were asked to give to God. What does this tell you about the kind of gratitude God seeks?"
46,https://www.bible.com/reading-plans/63058-bibleproject-one-story-that-leads-to-jesus/day/46,"Across the barren expanse of wilderness, the exhausted Israelites walk on and on. What should have been a relatively short trip to the promised land stretches into decades. The people reach a breaking point as their water runs out, and panic whips them into rebellious rage against Moses. They accuse him of bringing them into the desert to die.
Moses and Aaron seek God’s counsel, but they fail to follow God’s instructions. When God tells Moses to “speak to the rock” to bring forth water, Moses angrily smacks it with his staff. Even worse, Moses and Aaron take credit for God’s miraculous provision. As Israel’s leaders, Moses and Aaron bear tremendous responsibility for high-stakes decisions. Their unbelief forfeits their opportunity to lead the people into the promised land, so they will die in the wilderness with the rest of the unbelieving generation.
However, things take a turn with the next generation. When a Canaanite king attacks them, they ask God for help. When they rebel against God and find themselves swarmed by venomous snakes, they repent and humbly ask Moses to intercede. And when Sihon and Og block their way to the promised land, the Israelites easily conquer the rival kings’ armies. Will this be the generation that learns from their parents’ mistakes?
Reflection Questions
Compare Moses and Aaron’s failure in Numbers 20 to the people’s rebellion in Numbers 14. What similarities and differences do you notice?
Despite his high status as Israel’s leader, Moses still makes the same mistakes as everyone else and faces the same consequences. What does this tell us about God’s view of leaders and their calling?"
47,https://www.bible.com/reading-plans/63058-bibleproject-one-story-that-leads-to-jesus/day/47,"Talking donkeys, kings consorting with sorcerers, angels with swords—today’s reading pulls us into an intriguing drama unfolding in the hills of Moab. King Balak hires a famous sorcerer, Balaam, to curse the unsuspecting Israelites as they journey through the land.
Balaam, the greatest diviner in the land, fails to see an angel that his own (talking) donkey can see. Balak wants Israel to be cursed, but his actions multiply blessings for the nation instead. Meanwhile, the Israelites on the plains below have spent decades griping about God and accusing him of being out to get them. But from the hills above, God uses a foreign sorcerer to shower the oblivious Israelites with blessing.
This colorful story highlights a core aspect of God’s character: his loyal love. In Genesis 12, God made a promise to Abraham and his family to give them land, make their name great, bless those who bless them, and curse those who curse them. Despite all the times the Israelites have turned their backs on God, he remains faithful to them and to his promise. Watch the video to learn more about God’s loyal love.
Reflection Questions
Where have you seen God’s loyal love on display in the biblical story so far?
Compare Balaam’s fourth oracle in Numbers 24:15-19 to Jacob’s blessing over Judah in Genesis 49:8-12. What common themes and images do you notice between the two prophecies?"
48,https://www.bible.com/reading-plans/63058-bibleproject-one-story-that-leads-to-jesus/day/48,"At the end of Genesis, Abraham’s family arrived in Egypt with famine behind them and an uncertain future ahead. Yet God took this humble and haggard group of shepherds and made them into a great nation. He rescued them from slavery by splitting open the sea. He showered them with bread from the skies and poured out water from the dry desert ground. He brought them to the borders of the promised land, protecting them from enemy armies and turning curses into blessings right over their heads.
Despite these gifts, Israel struggles to trust God and follow his instruction. In today’s reading, Israel falls into sexual sin and idolatry, a common pairing in Scripture. Just as adultery violates the covenant of marriage, Israel’s idolatry violates their covenant with Yahweh. God, like a loving spouse, wants his covenant partners to be faithful. The extreme measure Phinehas takes against Israel’s unfaithfulness (Num. 25:6-8) points to the deadly consequences of Israel breaking their agreement with God.
Following the plague crisis, the new generation of Israelites prepares to enter the promised land. Moses takes a new census of fighting-age men, and Zelophehad’s daughters challenge Moses about Israel’s inheritance laws. Now that permanent land will be established, women need property rights once reserved for men only. Moses sees their good point, agreeing to change the law so that the Abrahamic blessings will continue for all Israelite families. Then Moses appoints Joshua as his successor to provide Israel with a strong leader. The end of Israel’s wilderness wandering is in sight!
Reflection Questions
Where has Joshua appeared in the book of Numbers so far? How has he proven his qualifications for leadership?
God says that the daughters of Zelophehad can possess and have responsibility over their portion of the promised land, just like sons. Where else have you seen men and women given equal responsibility to govern the land? How does that help you understand this moment in Numbers?"
49,https://www.bible.com/reading-plans/63058-bibleproject-one-story-that-leads-to-jesus/day/49,"The Israelites camp at the Jordan River, poised to march into and claim God’s promised land on the other side. When they settle in the land, they will need rhythms and reminders of God’s faithfulness. They have God’s name as a reminder of who he is. Now he gives them further instructions for the feast days that order their calendar. These festivals orient their lives to the story of God’s redemption.
Each time the Israelites eat unleavened bread at Passover, they will remember the night in Egypt when God rescued them from slavery. Each time the Israelites lay their grain on the altar for the Festival of Weeks, they will remember that their abundant harvests are a gift from God. Each time the Israelites hear the blast of the ram’s horn at the Festival of Trumpets, they will remember God’s voice thundering from Mount Sinai as they became covenant partners. Each time they humble themselves on the Day of Atonement, they will remember God’s gracious, ongoing forgiveness. And each time the Israelites spend a week sleeping in temporary shelters for the Festival of Booths, they will remember how God brought them safely through the wilderness to a land of abundance.
By reliving these foundational events year after year, the Israelites declare who they are and who their God is. Watch the video to learn about the name God uses when revealing himself to Israel.
Reflection Questions
The divine name of Israel’s God refers to the one who was in the past, is in the present, and will always be in the future. Why do you think this was important for Israel to know as God announced his plan to deliver them from slavery? How does God’s name help you understand who he is today?
God first gave Israel instructions about their sacred feast days in Leviticus 23. What new instructions did God include in Numbers 28-29? Why do you think God includes these new directions here, at the borders of the promised land?"
50,https://www.bible.com/reading-plans/63058-bibleproject-one-story-that-leads-to-jesus/day/50,"God keeps his promises, and that includes his promises to work against injustice. In today’s reading, we see God’s pursuit of justice in how he deals with the Midianites who led some of the Israelites into idolatry (Num. 25). Ancient warfare can be disturbing to modern readers, but for the Israelites, military defeat was a sign of divine justice. Israel’s decisive victory over Midian reassures them that God’s power is with them as they prepare to enter Canaan.
Now gathered at the Jordan River, the Israelites are ready to cross into the promised land. But there’s a hitch: not everyone wants to go. The tribes of Reuben and Gad see that the land on the east side of the Jordan is good. They want it for themselves. Their desire acts as a subtle hyperlink to Eve at the tree of knowing good and bad. Like Eve, these tribes see and take something they desire instead of receiving God’s gifts on God’s terms.
God’s people once again believe they know what is best. They do what’s right in their own eyes, just like Adam and Eve. Moses fumes, hearing echoes of the wilderness generation’s fear and refusal to enter the promised land. Reuben and Gad’s choice repeats not only Adam and Eve’s sin but the division between brothers that followed.
The promised land was meant to be a place where brothers could dwell in unity. Now, only 10 tribes will live there, while Reuben, Gad, and half of Manasseh remain east of the Jordan. Moses allows this as long as they help the other tribes take the promised land. Yet the hyperlinks to Genesis 3-4 cast an ominous shadow over their decision.
Reflection Questions
Where else have you seen Phinehas, son of Eleazar the priest, in the story of Numbers? What is the significance of his reappearance here?
Compare the tribes of Reuben and Gad in today’s reading with the wilderness generation in Numbers 13-14. In what ways are their actions similar? How are they different?"
51,https://www.bible.com/reading-plans/63058-bibleproject-one-story-that-leads-to-jesus/day/51,"After 40 long years of traveling, Israel is still camped on the border of Canaan. The narrative flashes back to review their travel log during the last four decades, acting like a geographical and spiritual map of Israel’s journey from Egypt to Canaan.
For example, Rephidim reminds Israel of its failure to trust God when the water ran out, and it warns them against grumbling in the future. Other stops include Mount Hor and Dibon-Gad, where God provided victory for Israel over its enemies. Altogether, the travel log suggests that despite their distrust and disobedience, God will continue to love and care for them every step of the way.
Reminders of Israel’s past give them courage and wisdom as they prepare for their future. God promises that the same mighty power and loyal love he revealed in the wilderness will empower the Israelites as they enter the promised land. He will grant them victory to the farthest borders of Canaan—all they have to do is trust him. But the temptation to rebel is everywhere, so they will need to purge the land of Canaanite idolatry. In this story, keeping covenant promises demands wholehearted loyalty.
Reflection Questions
Meditate on Israel’s story, summarized in their travel itinerary. Which places might offer warnings against unfaithfulness? Which places might offer encouragement of God’s ongoing protection and provision?
God instructs Moses to have Caleb, son of Jephunneh, lead the tribe of Judah into the promised land. Where else have you seen Caleb in the story of Numbers? What do you think is significant about his reappearance here?"
52,https://www.bible.com/reading-plans/63058-bibleproject-one-story-that-leads-to-jesus/day/52,"Israel has reached the end of their wilderness journey, and you have reached the end of Numbers. Congratulations! Watch the video for a review of the key takeaways we’ve covered so far.
God’s final instructions reveal his priorities for Israel in the promised land and the kind of life he values for people. He demonstrates his generosity toward the Levites (who have no property inheritance rights) by granting them cities within the land allotments of the other tribes. God shows his desire to protect life by instructing Israel to establish cities of refuge. In the ancient Near Eastern context, it was common for families to demand vengeance from anyone who killed one of their family members, even if accidental. Cities of refuge provided safe haven for those who unintentionally ended a life and would have to live in fear of retribution.
Finally, God gives additional direction to Zelophehad’s daughters to ensure the land allotted to each tribe would stay within the family. The sisters’ obedience closes the book of Numbers on a positive note. Before handing over the mantle of leadership, Moses stands to give one last speech to the Israelites.
Reflection Questions
What have you learned about God’s character from the story of Numbers? What questions do you still have about this book?
The laws about cities of refuge reveal God’s concern for human life. Where else have you seen this concern in the biblical laws you’ve read so far?"
53,https://www.bible.com/reading-plans/63058-bibleproject-one-story-that-leads-to-jesus/day/53,"The entire nation of Israel stands on an open plain with the wilderness behind them, marked with the graves of their parents. Around them, the fortresses of their enemies lie in ruins, smoldering reminders of their first victories. In front of them flows the Jordan River, the last boundary separating the Israelites from the land God promised to them.
Before they pass through the waters, Moses delivers one last speech. He opens with an overview of Israel’s history. The exodus generation allowed fear to compel their decisions, rather than love and trust in God. They ended up wandering in the wilderness for 40 years.
Now, Moses urges the new generation to avoid their parents’ mistakes—to choose faith over fear, loyalty over idolatry, and obedience over rebellion. Moses explains the laws that will govern their lives. He urges them to choose well and stay faithful to their covenant partnership with Yahweh. Watch the video to preview Moses’ call to covenant faithfulness in Deuteronomy.
Reflection Questions
Meditate on the story of the Torah so far. Which of God’s promises have been fulfilled by the start of Deuteronomy? Which promises remain unfulfilled?
As you read Moses’ summary of Israel’s history in the wilderness, notice how much attention Moses gives to various events in his speech. Which stories does he spend a lot of time retelling? Which stories does he gloss over quickly? How does this help you understand the emphases of Moses’ speech?"
54,https://www.bible.com/reading-plans/63058-bibleproject-one-story-that-leads-to-jesus/day/54,"The last, rather grim, part of Moses’ speech focused on the people who died during the wilderness journey, the generation set free from Egyptian enslavement. God delivered them and invited them into a new life with him, but they turned away in rebellion. Moses reminds the new generation that turning from God is also turning toward death.
Now Moses sets the choice between life and death before the people once more. He wants them to listen to Yahweh and know that Yahweh listens to them. As you’ll learn in the video, listening involves more than merely hearing God’s words. It includes an active response that aligns with God’s instruction.
In today’s reading, Moses reminds the Israelites that their love for Yahweh begins by listening to the Ten Commandments. He says that people who choose to give their wholehearted allegiance to Yahweh alone will enjoy the blessings of Eden: abundance and fertility in a lush garden land. However, turning from Yahweh to trust other gods or anything else will bring ruinous exile and death.
Moses warns the people that trusting idols will be little more than trading the infinitely powerful rescuer Yahweh for lifeless blocks of wood and stone. When the Israelites fall into danger and call out to Yahweh, he will hear them and rescue them.
Reflection Questions
Meditate on Moses’ call to ancient Israelites to avoid any kind of idol. We may not bow down to blocks of wood, but we often spend time and resources in service to things we believe can give us life. What are those things, or idols, in your world?
Compare the restatement of the Ten Commandments in Deuteronomy 5 to their first appearance in Exodus 20. What differences do you notice? Why do you think these new emphases appear here?"
55,https://www.bible.com/reading-plans/63058-bibleproject-one-story-that-leads-to-jesus/day/55,"In today’s reading, Moses uses intense rhetoric to warn the Israelites about what happens when they choose to embrace Canaanite idol worship. His severe instructions about the people groups living in Canaan are disturbing. However, remember that Moses is using extreme language to warn against extreme consequences. Additionally, this is ancient literature, so keep paying attention to important nuances that temper these commands and shed light on their deeper meaning.
For example, Moses follows the command to wipe out the Canaanites’ way of life by prohibiting Israelites from marrying them and rejecting all forms of covenant-making with them, which assumes at least some Canaanites still live in the land. This expectation of survivors suggests Moses is using hyperbolic language of utter destruction (which sounds like genocide) for rhetorical effect.
The biblical authors also weave hyperlinks from the flood narrative in Genesis 6-8 into this story, envisioning Israel’s mission of conquering Canaan as a
flood
of divine judgment on human evil. Notice how the biblical story connects this generation of Canaanites with the dark, violent generation wiped out in the flood during Noah’s generation. This includes the Anakim, who descended from the Nephilim (Num. 13:33), the warrior-giants whose violence stained the world with innocent blood.
These Canaanites have already chosen to be agents of death and de-creation. And God enacts justice by hurrying them along the path they have chosen.
Reflection Questions
Compare today’s reading to the flood narrative in Genesis 6-8. What similarities and differences do you notice between Israel’s conquest of Canaan and the flood?
What references to God’s promises from Genesis do you see in today’s reading? How does this help you understand Israel’s calling in Deuteronomy?"
56,https://www.bible.com/reading-plans/63058-bibleproject-one-story-that-leads-to-jesus/day/56,"After a whirlwind tour through the highs and lows of Israel’s history, Moses draws the first part of his big speech to a stirring conclusion. He distills Israel’s covenant law into five main “to-do” actions for the people. They are to fear Yahweh, walk in all his ways, love him, serve him, and keep his commandments because Yahweh’s wisdom overflows with goodness and life.
Now, the Israelites must decide. Will they listen or turn away? Wholehearted loyalty to Yahweh will bring abundant blessing. God will shower the land with rain, and dry hills will burst into lush green, their slopes laden with grapes and grain. Idolatry, however, will bring curse. There is no middle ground. They cannot serve two masters.
With this call to covenant faithfulness hanging over the Israelites’ heads, Moses launches into the second section of his speech: a collection of laws describing covenant faithfulness in the promised land. Israel is to destroy all the Canaanites’ sacred objects and places dedicated to idol worship. The Israelites will bring all their offerings to one single temple, where they will celebrate the goodness of the one true God. The entire nation will join the priests and Levites to feast on God’s abundance. However, when they eat their sacrifices, the Israelites must be careful not to consume any blood because blood represents a creature’s life.
The core idea here is that all life belongs to God alone. Watch today’s video to learn about the connection between blood (
dām
in Hebrew) and life in the Bible.
Reflection Questions
Think back to the regulations about blood you’ve read in Israel’s laws so far. How do these commands help you understand God’s view of life?
Meditate on Moses’ call to covenant faithfulness in Deuteronomy 10:12-22. How does he describe Yahweh’s character in this section? What does this reveal about the nature of obedience to God?"
57,https://www.bible.com/reading-plans/63058-bibleproject-one-story-that-leads-to-jesus/day/57,"Peer pressure often feels strongest from friends and family. In today’s reading, Moses warns the Israelites to guard against insider threats to covenant faithfulness. It doesn’t matter if it’s coming from their best friend, brother, or even spouse—they are to resist any voice tempting them to trust someone or something other than Yahweh.
Like a cancerous tumor, the choice to trust idols threatens to metastasize into national ruin, threatening the survival of Israel’s entire community. To kill the tumor, Israel’s law prescribes aggressive treatment for defiant towns. Any Israelite city that chooses to follow Canaan’s idols will receive the same consequences that Canaan experienced—de-creation and death.
These laws also include critical safeguards. Accusations of citywide idolatry are to be followed by careful investigation. If proven true, the town’s property becomes a burnt offering to Yahweh. Safeguarding regulations like these prevent the greedy and powerful from lying to take their neighbors’ possessions.
Faithfulness to Yahweh means more than avoiding idolatry. Trusting and following God
also
involves caring for the poor. Every year, Israelite families were to bring a tenth of their income, a tithe, to Yahweh’s temple for the priests and the Levites. Every third year, the tithe would go to the poor. Yahweh’s generosity is supposed to form the foundation of Israel’s economic and religious system. Rich or poor, God’s blessing overflows to everyone.
Reflection Questions
The collection of laws in Deuteronomy 12-26 is arranged following the Ten Commandments. How might the laws in today’s reading help you understand what it means for Israel to “have no other gods before Yahweh,” to avoid idols, and to uphold Yahweh’s name and reputation in their community?
Israelite towns are not exempt from God’s judgment against idolatry. What does this tell you about the nature of God’s justice?"
58,https://www.bible.com/reading-plans/63058-bibleproject-one-story-that-leads-to-jesus/day/58,"How does a person rest like God rests? In today’s reading, Moses reviews key Sabbath and festival commands that build divine rest into Israel’s calendar. These instructions show that God’s rest includes much more than avoiding labor. For Yahweh, genuine rest compels his people to pursue generosity, freedom, and justice toward all.
Once settled in the promised land, each year is to start with Passover. The Israelites will roast lamb and break unleavened bread together, not only remembering the night God rescued them from slavery but also how he kept them from entering back into bondage. Israel continues to share in that moment, year after year. And that’s not all. As the video explains, the Hebrew word for “remember,”
zakar
, often refers to attention that inspires action—which is exactly what we find in today’s reading. In memory of their life in bondage, the Israelites must set their slaves free every seven years.
Several months after Passover, the harvest festival comes, where the people spend seven weeks reaping grain from the fields. Then comes the Feast of Weeks, where the people gather to celebrate God’s generous provision. And then, every seventh year, the Israelites will show the same generosity to others by cancelling all debts throughout the land.
Yahweh’s rest creates a radical new community—one that intends to end grinding poverty, snowballing debt, and dehumanizing slavery. When God’s people embrace the way of Sabbath rest according to God’s instruction, the result is joy and blessing for everyone.
Reflection Questions
Deuteronomy 15-16 corresponds to the fourth commandment. What have you learned about honoring God’s Sabbath rest from the laws in today’s reading?
In Deuteronomy 15:9, Moses warns the Israelites not to show ill will toward the needy. The Hebrew phrase here literally warns against having a “bad eye,” a metaphor for being stingy. How does this figure of speech—and the laws around it—help you understand Jesus’ teaching about having a good eye in the Sermon on the Mount (Matt. 6:19-24)?"
